number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.030303030303030304,0.0,0.03561643835616438,0.5,300
0.5454545454545454,0.0,0.16164383561643836,0.0,63
0.0,0.0,0.0,0.5,175
0.24242424242424243,0.0,0.0,0.5,180
0.13636363636363635,0.0,0.0,0.0,80
0.0,0.0,0.13972602739726028,0.5,162
0.2272727272727273,0.3333333333333333,0.19452054794520549,0.0,37
0.12121212121212122,0.0,0.21095890410958903,0.5,215
0.0,0.0,0.0,0.5,135
0.0,0.0,0.2410958904109589,0.0,75
0.8636363636363636,0.0,0.8684931506849315,0.5,85
0.015151515151515152,0.0,0.0,0.0,30
0.015151515151515152,0.0,0.0,0.0,60
0.18181818181818182,0.0,0.010958904109589041,0.0,55
0.0,0.0,0.0,0.0,50
0.7575757575757576,0.6666666666666667,0.0,0.0,109
0.25757575757575757,0.0,0.0,0.5,198
0.0,0.0,0.0,0.0,74
0.8636363636363636,0.3333333333333333,0.7890410958904109,0.0,115
0.0,0.0,0.0,0.0,35
0.045454545454545456,0.0,0.0,0.5,225
0.045454545454545456,0.0,0.0,0.5,215
0.15151515151515152,0.0,0.0,0.5,94
0.045454545454545456,0.0,0.0,0.0,30
0.045454545454545456,1.0,0.9671232876712329,0.0,85
0.2878787878787879,0.0,0.0027397260273972603,0.5,120
0.19696969696969696,0.0,0.3178082191780822,0.5,273
0.0,0.0,0.0,0.5,65
0.030303030303030304,0.0,0.0,0.0,70
0.33333333333333337,0.3333333333333333,0.24383561643835616,0.0,180
0.0,0.0,0.29315068493150687,0.5,155
0.12121212121212122,0.3333333333333333,0.24383561643835616,0.0,40
0.42424242424242425,0.0,0.3561643835616438,0.5,179
0.4696969696969697,0.3333333333333333,0.0547945205479452,0.0,70
0.2878787878787879,0.3333333333333333,0.0,0.5,112
0.06060606060606061,0.0,0.8575342465753425,0.5,500
0.16666666666666669,0.0,1.0,0.0,75
0.015151515151515152,0.3333333333333333,0.4383561643835616,0.5,109
0.015151515151515152,0.0,0.0,0.5,199
0.7878787878787878,0.0,0.3506849315068493,0.0,70
0.015151515151515152,0.0,0.2410958904109589,0.0,98
0.0,0.0,0.2410958904109589,0.0,80
0.30303030303030304,0.0,0.0,0.5,85
0.015151515151515152,0.0,0.0,0.0,87
0.7272727272727273,0.0,0.9424657534246575,0.5,195
0.5606060606060607,0.0,0.9123287671232877,0.5,179
0.4393939393939394,0.3333333333333333,0.6767123287671233,0.5,300
0.015151515151515152,0.0,0.0,0.0,150
0.6666666666666667,0.6666666666666667,0.2,0.0,88
0.030303030303030304,0.0,0.0,0.0,10
0.10606060606060606,0.0,0.35342465753424657,0.5,295
0.045454545454545456,0.3333333333333333,0.0,0.0,165
0.015151515151515152,0.6666666666666667,0.4958904109589041,0.5,125
0.8787878787878788,0.0,0.024657534246575342,0.0,55
0.42424242424242425,0.0,0.0684931506849315,0.5,200
0.015151515151515152,0.0,0.0,0.5,81
0.045454545454545456,0.6666666666666667,0.03561643835616438,0.0,50
0.18181818181818182,0.0,0.10410958904109589,0.5,150
0.4696969696969697,0.6666666666666667,0.049315068493150684,0.0,79
0.3181818181818182,0.3333333333333333,0.34794520547945207,0.0,26
0.030303030303030304,0.0,0.0,0.0,55
0.19696969696969696,0.3333333333333333,0.030136986301369864,0.0,50
0.045454545454545456,0.0,0.0,0.0,33
0.015151515151515152,0.0,0.0,0.5,90
0.6060606060606061,0.0,0.09315068493150686,0.5,76
0.2272727272727273,0.0,0.0,0.0,60
0.045454545454545456,0.0,0.0,0.0,120
0.36363636363636365,0.0,0.0136986301369863,0.0,70
0.4393939393939394,0.3333333333333333,0.5424657534246575,0.0,120
0.36363636363636365,0.0,0.0,0.0,49
0.13636363636363635,0.0,0.5205479452054794,0.5,200
0.24242424242424243,0.0,0.07945205479452055,0.0,80
0.30303030303030304,0.0,0.0,0.0,80
0.6212121212121212,0.0,0.4657534246575343,0.0,195
0.13636363636363635,0.0,0.24383561643835616,0.0,87
0.0,0.0,0.0,0.5,225
0.3484848484848485,0.0,0.21095890410958903,0.5,225
0.0,0.0,0.0,0.5,250
0.16666666666666669,0.0,0.23287671232876714,0.5,290
0.0,0.0,0.0,0.5,150
0.5,0.3333333333333333,0.04657534246575343,0.0,70
0.19696969696969696,0.0,0.0,0.5,150
0.015151515151515152,0.0,0.3013698630136986,0.5,145
0.7424242424242424,0.0,0.8602739726027397,0.5,525
0.015151515151515152,0.3333333333333333,0.0,0.0,60
0.6060606060606061,0.0,0.8794520547945206,0.0,50
0.7272727272727273,0.0,0.0,0.5,100
0.0,0.0,0.0,0.5,205
0.030303030303030304,0.0,0.0,0.5,190
0.0,0.0,0.12054794520547946,0.0,137
0.07575757575757576,0.3333333333333333,0.4904109589041096,0.5,250
0.045454545454545456,0.0,0.0,0.0,50
0.6363636363636364,0.0,0.9698630136986301,0.0,60
0.06060606060606061,0.0,0.024657534246575342,0.5,95
0.5757575757575758,0.0,0.9726027397260274,0.5,113
0.09090909090909091,0.6666666666666667,0.13424657534246576,0.0,99
0.0,0.0,0.0,0.0,68
0.015151515151515152,0.3333333333333333,0.6986301369863014,0.5,150
0.3787878787878788,0.3333333333333333,0.9726027397260274,0.5,259
0.12121212121212122,0.3333333333333333,0.021917808219178082,0.0,70
0.045454545454545456,0.0,0.0,0.5,200
0.5606060606060607,0.0,0.8493150684931506,0.5,120
0.045454545454545456,0.3333333333333333,0.0,0.0,45
0.045454545454545456,0.3333333333333333,0.3424657534246575,0.5,289
0.10606060606060606,0.6666666666666667,0.7808219178082192,0.5,76
0.7121212121212122,0.0,0.0,0.0,53
0.25757575757575757,0.0,0.3452054794520548,0.0,44
0.07575757575757576,0.3333333333333333,0.0,0.5,109
0.16666666666666669,0.0,0.0,0.0,130
0.015151515151515152,0.3333333333333333,0.0,0.0,55
0.0,0.0,0.15342465753424658,0.0,70
0.030303030303030304,0.0,0.0,0.5,140
0.10606060606060606,0.0,0.0,0.5,195
0.0,0.0,0.0,0.0,70
0.0,0.0,0.0,0.0,89
0.015151515151515152,0.0,0.0,0.5,110
0.5303030303030303,0.3333333333333333,0.07671232876712329,0.0,99
0.2878787878787879,0.0,0.8547945205479452,0.0,66
0.0,0.0,1.0,0.5,175
0.18181818181818182,0.0,0.2136986301369863,0.0,45
0.16666666666666669,0.6666666666666667,0.9095890410958904,0.0,75
0.25757575757575757,0.0,0.6958904109589041,0.5,200
0.045454545454545456,0.0,0.3972602739726027,0.5,125
0.0,0.3333333333333333,0.0027397260273972603,0.5,80
0.8484848484848485,0.3333333333333333,0.8383561643835616,0.0,55
0.030303030303030304,0.0,0.0,0.5,150
0.0,0.0,0.5506849315068493,0.0,382
0.2272727272727273,0.3333333333333333,0.0,0.0,75
0.015151515151515152,0.0,0.0,0.5,50
0.12121212121212122,0.0,0.0,0.5,142
0.0,0.0,0.0,0.0,100
0.07575757575757576,0.0,0.2904109589041096,0.5,500
0.10606060606060606,0.0,0.0,0.5,175
0.0,0.6666666666666667,0.9972602739726028,0.0,78
0.4545454545454546,0.0,0.9780821917808219,0.5,139
0.16666666666666669,0.3333333333333333,0.24657534246575344,0.0,148
0.24242424242424243,0.0,0.0,0.5,148
0.6818181818181819,0.0,0.1315068493150685,0.5,200
0.015151515151515152,0.0,0.0,0.5,90
0.015151515151515152,0.0,0.0,0.5,110
0.06060606060606061,0.0,0.0,1.0,75
0.30303030303030304,0.0,0.0,0.5,150
0.015151515151515152,0.0,0.0,0.0,70
0.19696969696969696,0.3333333333333333,0.0136986301369863,1.0,65
0.0,0.0,0.0,0.0,29
0.015151515151515152,0.0,0.852054794520548,0.0,50
0.0,0.0,1.0,0.5,359
0.0,0.0,0.0,0.0,300
0.4545454545454546,0.3333333333333333,0.06301369863013699,0.0,98
0.13636363636363635,0.0,0.4821917808219178,0.0,39
0.19696969696969696,0.0,0.136986301369863,0.5,245
0.12121212121212122,0.0,0.0,0.0,63
0.06060606060606061,0.0,0.21095890410958903,0.0,60
0.07575757575757576,0.3333333333333333,0.0,0.0,35
0.0,0.3333333333333333,0.0,1.0,68
0.045454545454545456,0.0,0.28493150684931506,0.0,80
0.015151515151515152,0.0,0.0,0.0,60
0.0,0.0,0.2273972602739726,0.5,200
0.19696969696969696,0.0,0.6602739726027397,0.0,152
0.09090909090909091,0.6666666666666667,0.4246575342465753,0.0,75
0.9090909090909092,1.0,0.2410958904109589,0.0,55
0.045454545454545456,0.0,0.0,0.5,250
0.015151515151515152,0.0,0.0,0.0,100
0.015151515151515152,0.0,1.0,0.0,100
0.015151515151515152,0.0,0.0,0.0,38
0.045454545454545456,0.6666666666666667,0.5150684931506849,0.0,70
0.0,0.6666666666666667,1.0,0.0,150
0.19696969696969696,0.0,0.09315068493150686,0.0,48
0.09090909090909091,0.3333333333333333,0.4136986301369863,0.0,80
0.8636363636363636,0.0,0.08767123287671233,0.5,165
0.16666666666666669,0.3333333333333333,0.0,0.0,150
0.5909090909090909,0.0,0.04657534246575343,0.0,90
0.0,0.0,0.0,0.5,180
0.07575757575757576,0.0,0.0027397260273972603,1.0,60
0.0,0.0,0.0,0.5,116
0.6666666666666667,0.3333333333333333,0.7890410958904109,0.5,110
0.10606060606060606,0.0,0.0,0.5,150
0.7727272727272727,0.3333333333333333,0.15616438356164383,0.0,60
0.33333333333333337,0.0,0.0,0.0,60
0.0,0.0,0.0,0.0,42
0.30303030303030304,0.0,0.7726027397260274,0.5,115
0.09090909090909091,0.3333333333333333,0.06575342465753425,0.0,45
0.015151515151515152,0.3333333333333333,0.736986301369863,0.0,138
0.7575757575757576,0.0,0.0027397260273972603,0.5,175
0.030303030303030304,0.0,0.9972602739726028,0.0,72
0.030303030303030304,0.6666666666666667,0.0,0.0,74
0.0,0.3333333333333333,0.7671232876712328,0.5,245
0.015151515151515152,0.0,0.0,0.0,80
0.045454545454545456,0.3333333333333333,0.0,0.5,375
0.06060606060606061,0.3333333333333333,0.0684931506849315,0.0,72
0.045454545454545456,0.0,0.0,0.5,125
0.24242424242424243,0.0,0.9397260273972603,0.0,50
0.06060606060606061,0.0,0.0,0.0,75
0.030303030303030304,0.0,0.0,0.0,86
0.030303030303030304,0.3333333333333333,0.0,0.5,159
0.16666666666666669,0.0,0.4273972602739726,0.0,80
0.8181818181818182,0.6666666666666667,0.06575342465753425,0.0,150
0.4393939393939394,0.3333333333333333,0.4876712328767123,0.0,150
0.0,0.0,0.0,0.0,60
0.06060606060606061,0.0,0.0,0.0,60
0.10606060606060606,0.0,0.2219178082191781,0.0,160
0.21212121212121213,0.0,0.3780821917808219,0.0,73
0.10606060606060606,0.0,0.008219178082191782,0.5,175
0.09090909090909091,1.0,0.7616438356164383,0.0,39
0.09090909090909091,0.0,0.9287671232876712,0.5,110
0.015151515151515152,0.0,0.5150684931506849,0.0,63
0.0,0.0,0.0,0.0,88
0.8181818181818182,1.0,0.18082191780821918,1.0,42
0.4090909090909091,0.0,0.1726027397260274,0.5,175
0.30303030303030304,0.0,0.0136986301369863,0.0,85
0.015151515151515152,0.0,0.021917808219178082,0.5,375
0.7575757575757576,0.0,0.049315068493150684,0.0,40
0.0,0.6666666666666667,0.0,0.0,90
0.030303030303030304,0.3333333333333333,0.547945205479452,0.5,100
0.4393939393939394,0.3333333333333333,0.5095890410958904,0.0,65
0.015151515151515152,0.0,0.4904109589041096,0.5,500
0.7424242424242424,0.0,0.8876712328767123,0.5,150
0.0,0.0,0.0,0.5,95
0.15151515151515152,0.0,0.8,0.5,150
0.07575757575757576,0.0,0.0136986301369863,0.0,60
0.015151515151515152,0.3333333333333333,0.21095890410958903,0.5,350
0.21212121212121213,0.0,0.0,0.0,40
0.24242424242424243,0.0,0.0027397260273972603,0.5,225
0.015151515151515152,0.0,0.0,0.0,100
0.7424242424242424,0.6666666666666667,0.1095890410958904,0.0,45
0.9393939393939394,0.3333333333333333,0.008219178082191782,0.0,48
0.0,0.0,0.0,0.0,65
0.07575757575757576,1.0,0.947945205479452,0.0,220
0.07575757575757576,0.0,0.10684931506849316,0.0,150
0.0,0.0,0.0,0.0,70
0.09090909090909091,0.0,0.030136986301369864,0.5,199
0.7575757575757576,0.0,0.8876712328767123,0.5,205
0.030303030303030304,0.0,0.021917808219178082,0.0,150
0.07575757575757576,0.0,0.0,0.5,250
0.18181818181818182,0.0,0.17534246575342466,0.5,99
0.0,0.0,0.14794520547945206,0.0,115
0.19696969696969696,0.0,0.1452054794520548,0.5,155
0.12121212121212122,0.0,0.0,0.0,79
0.36363636363636365,0.0,1.0,0.5,175
0.9242424242424243,0.0,0.32054794520547947,0.0,150
0.045454545454545456,0.0,0.0,0.5,82
0.030303030303030304,0.0,0.2219178082191781,0.5,160
0.030303030303030304,0.0,0.6465753424657534,0.0,47
0.030303030303030304,0.6666666666666667,0.2136986301369863,0.0,180
0.0,0.0,0.0,0.0,55
0.015151515151515152,0.0,0.0,0.5,80
0.045454545454545456,0.0,0.0,0.5,120
0.0,0.0,0.0,0.0,38
0.3484848484848485,1.0,0.873972602739726,0.0,65
0.015151515151515152,0.0,0.0547945205479452,0.5,150
0.12121212121212122,0.0,0.0,0.0,55
0.06060606060606061,0.0,0.0,0.0,55
0.0,0.0,0.0,0.0,45
0.6515151515151515,0.0,0.8191780821917808,0.5,85
0.36363636363636365,0.3333333333333333,0.0,0.0,85
0.7727272727272727,0.6666666666666667,0.2958904109589041,0.0,62
0.3787878787878788,1.0,0.8684931506849315,0.0,73
0.7424242424242424,0.6666666666666667,0.8410958904109589,0.0,45
0.030303030303030304,0.3333333333333333,0.0,0.0,39
0.42424242424242425,0.6666666666666667,0.8164383561643835,0.0,65
0.8939393939393939,0.3333333333333333,0.09863013698630137,0.5,79
0.8333333333333334,0.0,0.09315068493150686,0.5,195
0.06060606060606061,0.0,0.0,0.5,100
0.045454545454545456,0.0,0.9972602739726028,0.0,60
0.15151515151515152,0.3333333333333333,0.0,0.0,70
0.16666666666666669,0.3333333333333333,0.0,0.0,70
0.5303030303030303,0.0,0.0,0.5,131
0.10606060606060606,0.0,0.0,0.5,88
0.3787878787878788,0.0,0.1315068493150685,0.0,73
0.045454545454545456,0.0,0.0027397260273972603,0.5,89
0.24242424242424243,0.0,0.35342465753424657,0.5,175
0.0,0.0,0.0,0.0,50
0.0,0.0,0.0,0.5,115
0.0,0.0,0.2273972602739726,0.0,45
0.3787878787878788,0.6666666666666667,0.8849315068493151,0.0,100
0.030303030303030304,0.0,0.0,0.5,60
0.030303030303030304,0.0,0.0,0.0,85
0.0,0.0,0.16986301369863013,0.5,250
0.045454545454545456,0.0,0.019178082191780823,0.0,80
0.4696969696969697,0.0,0.4547945205479452,0.5,104
0.12121212121212122,0.3333333333333333,0.12054794520547946,0.0,55
0.06060606060606061,0.6666666666666667,0.08493150684931507,0.0,45
0.045454545454545456,0.0,0.1917808219178082,0.0,34
0.0,0.0,0.0,0.0,50
0.0,0.0,0.0,0.5,350
0.8636363636363636,0.0,0.14794520547945206,0.5,245
0.015151515151515152,0.0,0.0,0.0,64
0.045454545454545456,0.0,0.0,0.0,100
0.0,0.0,0.0,0.5,175
0.9242424242424243,0.3333333333333333,0.33972602739726027,0.0,35
0.2272727272727273,0.3333333333333333,0.06301369863013699,0.5,95
0.045454545454545456,0.3333333333333333,0.0,0.5,130
0.0,1.0,0.8027397260273973,0.0,100
0.030303030303030304,0.0,0.2602739726027397,0.5,100
0.015151515151515152,0.0,0.0,0.5,187
0.0,0.0,0.0,0.5,180
0.10606060606060606,0.0,0.10136986301369863,0.5,139
0.015151515151515152,0.0,0.0,0.0,45
0.15151515151515152,0.0,0.7205479452054795,0.5,200
0.045454545454545456,0.3333333333333333,0.9835616438356164,0.0,69
0.0,1.0,0.0,0.5,400
0.0,0.0,0.19726027397260273,1.0,35
0.0,0.0,0.0,0.5,130
0.0,0.0,0.8684931506849315,0.0,85
0.0,0.6666666666666667,0.0,0.0,50
0.5303030303030303,0.0,0.09863013698630137,0.0,50
0.7878787878787878,0.0,0.7890410958904109,0.0,90
0.030303030303030304,0.0,0.9835616438356164,0.0,50
0.030303030303030304,0.3333333333333333,0.0,0.0,65
0.5757575757575758,0.0,0.29315068493150687,0.5,100
0.0,0.0,0.0,0.5,200
0.0,0.0,0.0,0.0,80
0.12121212121212122,0.3333333333333333,0.030136986301369864,0.5,150
0.42424242424242425,0.6666666666666667,0.9945205479452055,0.5,200
0.15151515151515152,0.0,0.008219178082191782,0.5,132
0.015151515151515152,0.0,0.0,0.5,250
0.030303030303030304,0.0,0.0,0.0,101
0.045454545454545456,0.0,0.0,0.5,120
0.030303030303030304,0.0,0.5150684931506849,0.5,255
0.0,0.0,0.0,0.0,125
0.10606060606060606,0.0,0.0,0.5,70
0.09090909090909091,0.0,0.4904109589041096,0.0,80
0.015151515151515152,0.0,0.0,0.5,120
0.2727272727272727,0.0,0.0027397260273972603,0.5,125
0.4090909090909091,0.0,0.09041095890410959,0.5,78
0.15151515151515152,0.0,0.0,0.5,350
0.36363636363636365,0.0,0.8191780821917808,0.5,150
0.0,0.0,0.0,0.0,55
0.0,0.0,0.4383561643835616,0.5,120
0.030303030303030304,0.0,0.0,0.5,126
0.3787878787878788,0.0,0.0,0.0,55
0.030303030303030304,0.0,1.0,0.5,2400
0.48484848484848486,0.0,0.1452054794520548,0.5,190
0.030303030303030304,0.0,0.0,0.5,175
0.09090909090909091,0.0,0.0136986301369863,0.5,275
0.015151515151515152,0.0,0.0,0.0,98
0.0,1.0,0.5178082191780822,0.0,200
0.0,0.0,0.9945205479452055,0.0,160
0.6818181818181819,0.0,0.049315068493150684,0.5,110
0.0,0.0,0.0,0.5,250
0.0,0.0,0.049315068493150684,0.5,103
0.0,0.0,0.0,0.5,75
0.015151515151515152,0.0,0.0,0.5,750
0.0,0.3333333333333333,0.0,1.0,60
0.06060606060606061,0.0,0.0,0.0,85
0.12121212121212122,0.0,0.9808219178082191,0.0,55
0.045454545454545456,0.6666666666666667,0.4767123287671233,0.0,70
0.24242424242424243,0.3333333333333333,0.8410958904109589,0.0,67
0.030303030303030304,0.0,0.0,0.5,150
0.0,0.0,0.0,0.5,120
0.25757575757575757,0.3333333333333333,0.8465753424657534,0.5,260
0.6060606060606061,0.6666666666666667,0.9452054794520548,0.0,110
0.045454545454545456,0.3333333333333333,0.0,0.5,250
0.5151515151515151,0.0,0.9342465753424658,0.5,190
0.0,0.0,0.0,0.0,40
0.0,0.0,0.0,0.0,40
0.3787878787878788,0.0,0.35342465753424657,0.5,120
0.2272727272727273,0.0,0.6876712328767123,0.0,49
0.06060606060606061,0.0,0.03287671232876713,0.5,91
0.07575757575757576,0.0,0.1726027397260274,0.5,700
0.7121212121212122,0.0,0.09315068493150686,0.5,525
0.13636363636363635,0.0,0.0,0.0,47
0.07575757575757576,0.0,0.15616438356164383,0.5,99
0.2272727272727273,0.0,0.0,0.5,79
0.6515151515151515,0.6666666666666667,0.1178082191780822,0.0,79
0.015151515151515152,0.0,0.7397260273972602,0.0,100
0.015151515151515152,0.6666666666666667,1.0,0.5,335
0.09090909090909091,0.0,0.0,0.0,85
0.21212121212121213,0.0,0.8136986301369863,0.5,250
0.12121212121212122,0.0,0.915068493150685,0.0,45
0.06060606060606061,0.0,0.052054794520547946,0.5,105
0.06060606060606061,0.3333333333333333,0.43561643835616437,0.5,198
0.015151515151515152,0.0,0.0,0.5,120
0.030303030303030304,0.3333333333333333,0.0,0.0,70
0.13636363636363635,0.6666666666666667,0.057534246575342465,0.5,92
0.30303030303030304,0.0,0.9506849315068493,0.0,60
0.10606060606060606,0.0,0.6904109589041096,0.5,200
0.045454545454545456,0.0,0.2602739726027397,0.5,92
0.3484848484848485,0.0,0.0,0.5,150
0.09090909090909091,0.0,0.0,0.5,125
0.10606060606060606,0.6666666666666667,0.9917808219178083,1.0,59
0.0,1.0,0.2191780821917808,0.0,60
0.045454545454545456,0.0,0.0027397260273972603,0.5,180
0.09090909090909091,0.0,0.12328767123287672,0.5,300
0.6515151515151515,0.3333333333333333,0.8986301369863013,0.5,995
0.045454545454545456,0.3333333333333333,0.0,0.5,330
0.030303030303030304,0.0,0.0,0.5,100
0.0,0.0,0.0,0.0,70
0.045454545454545456,0.3333333333333333,0.14794520547945206,0.5,110
0.06060606060606061,0.0,0.010958904109589041,0.0,46
0.015151515151515152,0.0,0.0,0.5,150
0.0,0.0,0.0,1.0,165
0.015151515151515152,0.0,0.0,0.5,115
0.015151515151515152,0.0,0.16712328767123288,0.0,100
0.6666666666666667,0.6666666666666667,0.07397260273972603,0.0,65
0.06060606060606061,0.0,0.9835616438356164,0.0,60
0.6818181818181819,0.3333333333333333,0.23013698630136986,0.0,75
0.36363636363636365,0.3333333333333333,0.019178082191780823,0.0,75
0.36363636363636365,0.0,0.22465753424657534,0.5,275
0.24242424242424243,0.0,0.947945205479452,0.5,325
0.015151515151515152,0.3333333333333333,0.0,0.0,63
0.0,0.0,1.0,0.0,225
0.06060606060606061,0.3333333333333333,0.0,0.5,136
0.16666666666666669,0.6666666666666667,0.016438356164383564,0.5,115
0.2878787878787879,1.0,0.021917808219178082,0.0,50
0.4545454545454546,0.3333333333333333,0.7397260273972602,0.0,149
0.15151515151515152,0.0,1.0,0.0,60
0.33333333333333337,0.0,0.5178082191780822,0.5,169
0.09090909090909091,1.0,0.0,0.5,250
0.48484848484848486,0.0,0.19726027397260273,0.0,75
0.16666666666666669,0.3333333333333333,0.14794520547945206,0.0,35
0.6515151515151515,0.0,0.7315068493150685,0.5,150
0.33333333333333337,0.3333333333333333,0.7287671232876712,0.0,45
0.8939393939393939,0.6666666666666667,0.36164383561643837,0.5,100
0.0,0.0,0.6712328767123288,1.0,11
0.09090909090909091,0.0,0.4931506849315069,0.0,60
0.015151515151515152,0.6666666666666667,0.9205479452054794,0.0,88
0.015151515151515152,0.0,0.0,0.5,425
0.015151515151515152,0.0,0.0,0.5,125
0.25757575757575757,0.0,0.0136986301369863,0.5,200
0.19696969696969696,0.0,0.8,0.0,30
0.015151515151515152,0.0,0.0136986301369863,0.5,390
0.13636363636363635,0.6666666666666667,0.0,0.0,70
0.015151515151515152,0.3333333333333333,0.0,0.0,60
0.0,0.0,0.0,0.0,65
0.015151515151515152,0.0,0.23835616438356164,0.0,235
0.0,0.0,0.0,0.5,289
0.0,0.0,0.0,0.0,32
0.6363636363636364,0.0,0.715068493150685,0.0,88
0.12121212121212122,0.0,0.5232876712328767,0.0,125
0.5606060606060607,0.0,0.005479452054794521,0.0,100
0.045454545454545456,0.3333333333333333,0.0,0.0,29
0.5909090909090909,0.0,0.0,0.5,230
0.015151515151515152,0.0,0.0,0.0,200
0.030303030303030304,0.3333333333333333,0.0,0.5,250
0.015151515151515152,0.0,0.0,0.0,88
0.030303030303030304,0.0,0.11232876712328767,0.5,150
0.4545454545454546,0.0,0.9095890410958904,0.5,595
0.045454545454545456,0.0,0.4904109589041096,0.5,250
0.06060606060606061,0.3333333333333333,0.9342465753424658,0.0,65
0.6212121212121212,0.0,0.4328767123287671,0.5,200
0.0,0.0,0.0,0.0,85
0.2272727272727273,0.0,0.4876712328767123,0.5,75
0.0,0.0,0.2410958904109589,0.0,80
0.030303030303030304,0.0,0.0,0.5,225
0.30303030303030304,0.6666666666666667,0.7726027397260274,0.0,65
0.4545454545454546,0.6666666666666667,0.008219178082191782,0.0,115
0.0,0.0,0.0,0.0,80
0.9393939393939394,0.3333333333333333,0.7068493150684931,0.0,79
0.19696969696969696,0.0,0.8493150684931506,0.0,65
0.0,0.0,0.030136986301369864,0.0,50
0.4090909090909091,0.0,0.0,0.5,325
